a_lua_i,e_lua_i,M0,inc_lua_i,status,dist_min,t_periapsis,dentro_alerta,dentro_hill,dentro_forte
1.5,0.5,0,10,ESTAVEL,0.0007420501154852013,7645.8410062049525,True,True,True
1.5,0.5,0,20,ESTAVEL,0.008022030455091695,29362.446157166985,True,True,False
1.5,0.5,45,0,COLISAO,4.372174533141119e-05,44257.401750514204,True,True,True
1.5,0.5,45,10,ESTAVEL,0.0039628231895035134,41792.64424139253,True,True,True
1.5,0.5,45,20,ESTAVEL,0.007371854341603454,9658.956808638386,True,True,False
1.5,0.5,90,0,COLISAO,4.4593875594289725e-05,17522.918510508498,True,True,True
1.5,0.5,90,10,ESTAVEL,0.0037783561447154515,27807.520562137925,True,True,True
1.5,0.5,90,20,ESTAVEL,0.0036424473227479447,9551.932446484121,True,True,True
1.5,0.5,135,0,EJETADA,5.101958773859247e-05,13426.192679763091,True,True,True
1.5,0.5,135,10,ESTAVEL,0.007229205519896959,41360.744043168634,True,True,False
1.5,0.5,135,20,ESTAVEL,0.011602715207219661,48458.095809056074,True,False,False
1.5,0.5,180,0,COLISAO,0.00010384940331207582,10557.382506898453,True,True,True
1.5,0.5,180,10,ESTAVEL,0.0033746776776138855,26624.540274611718,True,True,True
1.5,0.5,180,20,ESTAVEL,0.003734131893708444,30461.526504264883,True,True,True
1.5,0.5,225,0,COLISAO,0.00026022664367164795,6779.030518320011,True,True,True
1.5,0.5,225,10,ESTAVEL,0.0015662039881221507,45019.4734905758,True,True,True
1.5,0.5,225,20,ESTAVEL,0.0032263909397425325,48616.76901799349,True,True,True
1.5,0.5,270,0,EJETADA,0.0002024156789238767,6512.514776162636,True,True,True
1.5,0.5,270,10,ESTAVEL,0.004265270945870304,26613.326557794615,True,True,True
1.5,0.5,270,20,ESTAVEL,0.04583764475433243,28344.93357802161,False,False,False
1.5,0.5,315,0,EJETADA,4.363779823235454e-05,335.51715222780734,True,True,True
1.5,0.5,315,10,ESTAVEL,0.004693902185838966,7529.858717342917,True,True,True
1.5,0.5,315,20,ESTAVEL,0.0039369270632475875,30665.68326447226,True,True,True
1.5,0.55,0,0,COLISAO,0.0002667407869023981,546.0244837451264,True,True,True
1.5,0.55,0,10,ESTAVEL,0.006150074094225904,8134.875645672926,True,True,False
1.5,0.55,0,20,ESTAVEL,0.0003202969297472888,27948.438386400772,True,True,True
1.5,0.55,45,0,COLISAO,6.625509813113769e-05,1420.6334110021198,True,True,True
1.5,0.55,45,10,ESTAVEL,0.004362446886550004,8696.417571942453,True,True,True
1.5,0.55,45,20,ESTAVEL,0.0019232204376750583,47028.67769746659,True,True,True
1.5,0.55,90,0,COLISAO,0.003105320737185224,3002.2631286559686,True,True,True
1.5,0.55,90,10,ESTAVEL,0.0019264248734297156,24011.201877382948,True,True,True
1.5,0.55,90,20,ESTAVEL,0.013741920908527726,9543.418818043274,True,False,False
1.5,0.55,135,0,COLISAO,0.00021399385230722512,17449.17791523795,True,True,True
1.5,0.55,135,10,ESTAVEL,0.0016327954821357626,25249.92963692553,True,True,True
1.5,0.55,135,20,ESTAVEL,0.00593845815622792,9242.397312239656,True,True,False
