a_lua_i,e_lua_i,M0,inc_lua_i,status,dist_min,t_periapsis,dentro_alerta,dentro_hill,dentro_forte
1.8,0.43,45,20,ESTAVEL,0.04992949489244772,14085.380716615642,False,False,False
1.8,0.43,90,0,COLISAO,0.02162970921182635,88.71898993735986,False,False,False
1.8,0.43,90,10,ESTAVEL,0.022971307003506265,18.71537827632982,False,False,False
1.8,0.43,90,20,ESTAVEL,0.021485460307176706,741.7498670667499,False,False,False
1.8,0.43,135,0,COLISAO,0.02474426353255725,1400.7953391480994,False,False,False
1.8,0.43,135,10,ESTAVEL,0.05501584461529506,12219.337118186453,False,False,False
1.8,0.43,135,20,ESTAVEL,0.04688221791991372,16056.531086493344,False,False,False
1.8,0.43,180,0,COLISAO,0.022429959182865705,742.7679801483606,False,False,False
1.8,0.43,180,10,ESTAVEL,0.02288251869770587,232.72379156476876,False,False,False
1.8,0.43,180,20,ESTAVEL,0.02162730951961314,160.72282330661497,False,False,False
1.8,0.43,225,0,COLISAO,0.023067686301353727,604.7602098009531,False,False,False
1.8,0.43,225,10,ESTAVEL,0.03704282608691814,1820.7550507536334,False,False,False
1.8,0.43,225,20,ESTAVEL,0.02461440863954409,2039.7530228663497,False,False,False
1.8,0.43,270,0,COLISAO,4.3133607842338984e-05,8853.349957806238,True,True,True
1.8,0.43,270,10,ESTAVEL,0.02397367293971761,708.7356857693965,False,False,False
1.8,0.43,270,20,ESTAVEL,0.04583450986317146,12935.414777302856,False,False,False
1.8,0.43,315,0,COLISAO,0.02298076637384742,2.7054958946132834,False,False,False
1.8,0.43,315,10,ESTAVEL,0.025678782425651876,113.71091265166116,False,False,False
1.8,0.43,315,20,ESTAVEL,0.026095770303627874,904.756749411766,False,False,False
1.8,0.45,0,0,COLISAO,0.0001342752180955532,744.9121171790085,True,True,True
1.8,0.45,0,10,ESTAVEL,0.022545020832161426,10687.47312952105,False,False,False
1.8,0.45,0,20,ESTAVEL,0.015944251396591783,12590.226332612137,True,False,False
1.8,0.45,45,0,ESTAVEL,4.793403409118502e-05,39751.10829292198,True,True,True
1.8,0.45,45,10,ESTAVEL,0.009907747900984183,1147.7432515838234,True,True,False
1.8,0.45,45,20,ESTAVEL,0.007530404267702629,14229.595338667952,True,True,False
1.8,0.45,90,0,ESTAVEL,0.0006979314116432848,117.66793358442192,True,True,True
1.8,0.45,90,10,ESTAVEL,0.009942774587283931,1287.771324279931,True,True,False
1.8,0.45,90,20,ESTAVEL,0.0023488633357122736,16063.119220697452,True,True,True
1.8,0.45,135,0,COLISAO,4.3659770325088375e-05,3439.438298084646,True,True,True
1.8,0.45,135,10,ESTAVEL,0.017384341551458658,11236.768508212403,True,False,False
1.8,0.45,135,20,ESTAVEL,0.01357256526415585,16110.39816886886,True,False,False
1.8,0.45,180,0,COLISAO,4.378640795067436e-05,674.123374255623,True,True,True
1.8,0.45,180,10,ESTAVEL,0.0006999853466184237,2060.944776731077,True,True,True
1.8,0.45,180,20,ESTAVEL,0.004252827541427354,14336.60631290534,True,True,True
1.8,0.45,225,0,COLISAO,4.4942002462839283e-05,7882.7677730925125,True,True,True
1.8,0.45,225,10,ESTAVEL,0.008500136034384103,2284.7634515055734,True,True,False
1.8,0.45,225,20,ESTAVEL,0.008631162866627505,3702.8986709899305,True,True,False
1.8,0.45,270,0,COLISAO,4.4814039443611024e-05,6726.984699803187,True,True,True
1.8,0.45,270,10,ESTAVEL,0.005902003990579878,2261.7639713091335,True,True,False
1.8,0.45,270,20,ESTAVEL,0.011261076949863865,13040.249800386271,True,False,False
1.8,0.45,315,0,COLISAO,4.495849458479263e-05,2183.1125346549334,True,True,True
1.8,0.45,315,10,ESTAVEL,0.013655707780383648,55.72316854765002,True,False,False
1.8,0.45,315,20,ESTAVEL,0.00690999572224346,3143.9115313992315,True,True,False
1.8,0.5,0,0,COLISAO,4.544738175141501e-05,10134.503424782897,True,True,True
1.8,0.5,0,10,ESTAVEL,0.002426343018285922,15073.435310246547,True,True,True
1.8,0.5,0,20,ESTAVEL,0.005314158187626363,23737.498183372176,True,True,False
1.8,0.5,45,0,COLISAO,0.0002363604336360945,3433.955656312964,True,True,True
1.8,0.5,45,10,ESTAVEL,0.0031799416056045434,4136.769397368108,True,True,True
1.8,0.5,45,20,ESTAVEL,0.0034070708648460805,18480.652992301595,True,True,True
1.8,0.5,90,0,COLISAO,0.00017712805280682055,3732.115605375474,True,True,True
1.8,0.5,90,10,ESTAVEL,0.005591473415728626,33512.29877987572,True,True,False
1.8,0.5,90,20,ESTAVEL,0.00555071237790885,47192.530625275525,True,True,False
1.8,0.5,135,0,ESTAVEL,5.633700962453185e-05,11230.176738713324,True,True,True
1.8,0.5,135,10,ESTAVEL,0.0019900170173923746,34139.223056736526,True,True,True
1.8,0.5,135,20,ESTAVEL,0.004985535892780392,31298.83478685817,True,True,True
1.8,0.5,180,0,COLISAO,0.00021364452020404705,8114.104967618274,True,True,True
1.8,0.5,180,10,ESTAVEL,0.0020593991202226387,45955.06472669582,True,True,True
1.8,0.5,180,20,ESTAVEL,0.003203851810670689,37979.47101069844,True,True,True
1.8,0.5,225,0,COLISAO,7.03921547506617e-05,4020.0484700386055,True,True,True
1.8,0.5,225,10,ESTAVEL,0.002732665939384703,44741.011211321595,True,True,True
1.8,0.5,225,20,ESTAVEL,0.0023249367202060676,39336.713143470224,True,True,True
1.8,0.5,270,0,COLISAO,0.00010388093377022648,4477.718702809899,True,True,True
1.8,0.5,270,10,ESTAVEL,0.0017147075191410069,47911.2047848496,True,True,True
1.8,0.5,270,20,ESTAVEL,0.0042286812809621335,30382.880616109007,True,True,True
1.8,0.5,315,0,COLISAO,0.0005785377045878395,348.8585791136983,True,True,True
1.8,0.5,315,10,ESTAVEL,0.0029437836864478063,34701.13794297755,True,True,True
1.8,0.5,315,20,ESTAVEL,0.001170851083777033,38204.72099175754,True,True,True
1.8,0.55,0,0,COLISAO,4.540233457352467e-05,22820.68846164611,True,True,True
1.8,0.55,0,10,ESTAVEL,0.0064460422533050045,36503.77480840696,True,True,False
1.8,0.55,0,20,ESTAVEL,0.017667121182668655,30291.805816465658,True,False,False
1.8,0.55,45,0,COLISAO,4.4198267551176654e-05,18246.09921816093,True,True,True
1.8,0.55,45,10,ESTAVEL,0.0034399900344609055,40421.13807322002,True,True,True
1.8,0.55,45,20,ESTAVEL,0.005502130176963455,30380.867218858173,True,True,False
1.8,0.55,90,0,EJETADA,4.3627068129220094e-05,27488.266814795716,True,True,True
1.8,0.55,90,10,ESTAVEL,0.006006405602285823,18587.43077593445,True,True,False
1.8,0.55,90,20,ESTAVEL,0.006400416775178214,47077.74013339132,True,True,False
1.8,0.55,135,0,COLISAO,4.398898197462661e-05,15156.106637648583,True,True,True
1.8,0.55,135,10,ESTAVEL,0.003322613801393048,48076.99045686021,True,True,True
1.8,0.55,135,20,ESTAVEL,0.0034879421533434906,30408.870347316715,True,True,True
1.8,0.55,180,0,COLISAO,4.3276489483738424e-05,4110.4206161808315,True,True,True
1.8,0.55,180,10,ESTAVEL,0.0042609009447336435,4883.778519604961,True,True,True
1.8,0.55,180,20,ESTAVEL,0.00918195849747491,5743.804422205375,True,True,False
1.8,0.55,225,0,COLISAO,5.343091513829654e-05,2898.0856861035572,True,True,True
1.8,0.55,225,10,ESTAVEL,0.006545712962609517,15910.292239133953,True,True,False
1.8,0.55,225,20,ESTAVEL,0.015551300242495259,7149.282145229229,True,False,False
1.8,0.55,270,0,EJETADA,7.378664835184225e-05,7708.994278182306,True,True,True
1.8,0.55,270,10,ESTAVEL,0.005874412943645824,36713.058535548465,True,True,False
1.8,0.55,270,20,ESTAVEL,0.0017724382697325792,19996.794100872983,True,True,True
1.8,0.55,315,0,COLISAO,4.31060997077177e-05,556.9062040406816,True,True,True
1.8,0.55,315,10,ESTAVEL,0.0011679224899315585,39458.5878063565,True,True,True
1.8,0.55,315,20,ESTAVEL,0.005316037146643266,7394.272838033764,True,True,False
1.8,0.6,0,0,COLISAO,0.00014839529401251196,7674.207632844614,True,True,True
1.8,0.6,0,10,ESTAVEL,0.00525195004393016,27760.14113620245,True,True,False
1.8,0.6,0,20,ESTAVEL,0.019848909982635336,29189.359025554117,True,False,False
1.8,0.6,45,0,COLISAO,0.00018279360342088894,9770.48954374647,True,True,True
1.8,0.6,45,10,ESTAVEL,0.0012353795577798152,35911.728137531085,True,True,True
1.8,0.6,45,20,ESTAVEL,0.004060295199324217,18207.582188180142,True,True,True
1.8,0.6,90,0,ESTAVEL,6.727695997797127e-05,49493.874930251535,True,True,True
1.8,0.6,90,10,ESTAVEL,0.0022925868871080603,16996.5582487457,True,True,True
1.8,0.6,90,20,ESTAVEL,0.00216857098519704,30390.41731285834,True,True,True
1.8,0.6,135,0,EJETADA,4.9932855170798625e-05,47612.78380399362,True,True,True
1.8,0.6,135,10,ESTAVEL,0.0029819528100484337,5960.252107597708,True,True,True
1.8,0.6,135,20,ESTAVEL,0.006621382845759703,30195.175246302915,True,True,False
1.8,0.6,180,0,COLISAO,0.00035326836618540015,7842.331616346324,True,True,True
1.8,0.6,180,10,ESTAVEL,0.003849000232266543,28758.64959827504,True,True,True
1.8,0.6,180,20,ESTAVEL,0.0014750509926964495,18310.678620587692,True,True,True
1.8,0.6,225,0,COLISAO,0.0005227176771276308,3551.4505122009004,True,True,True
1.8,0.6,225,10,ESTAVEL,0.0035699793522961294,28194.57749776355,True,True,True
1.8,0.6,225,20,ESTAVEL,0.007408783180294985,29017.97029635743,True,True,False
1.8,0.6,270,0,EJETADA,0.00015915635615679135,14226.597038362386,True,True,True
1.8,0.6,270,10,ESTAVEL,0.0020404583827786033,15847.278044181456,True,True,True
1.8,0.6,270,20,ESTAVEL,0.004008693896994837,30155.27139628689,True,True,True
1.8,0.6,315,0,EJETADA,0.00015294391329716487,9428.473492640946,True,True,True
1.8,0.6,315,10,ESTAVEL,0.0030759193136392325,5058.748612737583,True,True,True
1.8,0.6,315,20,ESTAVEL,0.0061376855992633095,28854.280828748928,True,True,False
